id,x,y,color,color_weight,cluster,PCA_100_cluster_2_without_concat,PCA_100_cluster_20_without_concat,PCA_500_cluster_2_without_concat,PCA_500_cluster_20_without_concat,PCA_100_cluster_2_with_concat,PCA_100_cluster_20_with_concat,PCA_500_cluster_2_with_concat,PCA_500_cluster_20_with_concat,PCA_500_cluster_10_without_concat,PCA_500_cluster_10_with_concat,object.1
IMG3230_5,89.21932192,-35.11728035,"[[141.57248783 144.34519816 147.63553914]
 [133.6669235  128.35833226 121.13312786]
 [141.78284169 139.20123354 135.00159248]]","[0.737825, 0.16483333333333333, 0.09734166666666667]",IMG3230,1,15,1,12,1,18,1,18,6,5,bannister
IMG3231_1,1.019321918,34.48271965,"[[177.34124402 177.95072375 142.75785429]
 [135.63718731 129.78360633  76.61838805]
 [ 83.07126142  71.46194628  37.24236337]]","[0.6077916666666666, 0.2013, 0.19090833333333335]",IMG3231,1,8,1,1,1,2,1,2,9,9,Unknow
IMG3231_2,1.019321918,34.48271965,"[[125.44432207 103.56502524  35.26479579]
 [199.97791219 215.7876852  202.98491233]
 [142.19533482 125.83704164  65.92156957]]","[0.3462791666666667, 0.5924666666666667, 0.061254166666666665]",IMG3231,1,1,1,14,1,2,1,2,8,9,Unknow
IMG3231_3,1.019321918,34.48271965,"[[159.37741542 143.55934445  75.3808461 ]
 [ 68.22866184  57.83423497  28.87722772]
 [137.93181563 119.74852764  48.14725019]]","[0.5946833333333333, 0.2041375, 0.20117916666666666]",IMG3231,1,1,1,4,1,2,1,2,5,9,Unknow
IMG3231_4,1.019321918,34.48271965,"[[144.72462205 139.26649203  89.02583594]
 [ 73.80509627  60.67093127  25.9019212 ]
 [132.28712864 114.05235657  39.17279748]]","[0.5606041666666667, 0.24336666666666668, 0.19602916666666667]",IMG3231,1,12,1,1,1,2,1,2,9,9,Unknow
IMG3231_5,1.019321918,34.48271965,"[[104.42520506  92.91550764  53.58764711]
 [154.46919235 146.3489233   93.67505773]
 [ 73.60366565  59.4654486   25.93742992]]","[0.30247083333333336, 0.36565, 0.33187916666666667]",IMG3231,1,8,1,1,1,2,1,2,9,9,Unknow
IMG3232_1,3.719321919,24.68271965,"[[142.57041524 145.68384563 149.80277779]
 [108.28278118  86.35503604  70.03355339]
 [134.82770699 133.15533205 127.05751977]]","[0.7276458333333333, 0.2035375, 0.06881666666666666]",IMG3232,1,7,1,13,1,18,1,18,3,5,medicine_chest
IMG3232_2,3.719321919,24.68271965,"[[145.81417119 150.76106134 155.43866801]
 [ 88.50716671  71.04739002  52.22450616]
 [116.07088515 114.46707694 109.74546558]]","[0.295275, 0.48652083333333335, 0.21820416666666667]",IMG3232,1,8,1,13,1,18,1,18,3,5,medicine_chest
IMG3232_3,3.719321919,24.68271965,"[[148.49016686 149.68971975 152.12213834]
 [ 90.84849174  75.69766595  66.37676873]
 [123.58801181 107.25956104  86.06198191]]","[0.6430208333333334, 0.265475, 0.09150416666666666]",IMG3232,0,5,0,3,1,18,1,18,7,5,medicine_chest
IMG3232_4,3.719321919,24.68271965,"[[131.03928692 129.13072318 124.7178742 ]
 [110.79566282  84.52032179  68.50696048]
 [151.35586893 153.98669063 154.73300152]]","[0.4519208333333333, 0.3096375, 0.23844166666666666]",IMG3232,0,5,0,3,1,18,1,18,7,5,medicine_chest
IMG3232_5,3.719321919,24.68271965,"[[131.84417659 128.14445597 124.18671373]
 [192.841005   193.40371978 193.183683  ]
 [125.63051756  99.6080037   71.80802218]]","[0.49780416666666666, 0.22545, 0.27674583333333336]",IMG3232,1,7,1,3,1,18,1,18,7,5,medicine_chest
IMG3233_1,0.019321918,35.28271965,"[[120.96724256 123.66664997 121.89950188]
 [ 91.18266003  81.98602034  71.54875853]
 [151.04019164 152.1610514  147.92337175]]","[0.1606, 0.5821916666666667, 0.2572083333333333]",IMG3233,1,19,1,7,1,8,1,8,4,4,Unknow
IMG3233_2,0.019321918,35.28271965,"[[ 68.3703125   56.60695153  45.84343112]
 [127.89895331 133.04880933 136.57453665]
 [100.65140426  91.29632274  80.65553969]]","[0.72915, 0.1399375, 0.1309125]",IMG3233,1,19,1,18,1,8,1,8,5,4,Unknow
IMG3233_3,0.019321918,35.28271965,"[[187.47874794 191.29175178 196.82912685]
 [103.48394993  84.26121001  67.71342142]
 [123.93298797 125.71538242 126.17457883]]","[0.299625, 0.5107208333333333, 0.18965416666666668]",IMG3233,1,8,1,13,1,8,1,8,3,4,Unknow
IMG3233_4,0.019321918,35.28271965,"[[127.48354527 131.72464049 136.97463242]
 [116.25451473  97.99371451  73.19859099]
 [ 79.52817119  50.57814336  38.36031913]]","[0.6456791666666667, 0.21904166666666666, 0.13527916666666667]",IMG3233,1,13,1,9,1,8,1,8,8,4,Unknow
IMG3233_5,0.019321918,35.28271965,"[[126.7932231  133.86969528 141.53935344]
 [105.96677405  73.31774683  58.88151412]
 [144.28053644 125.37135365  91.85930842]]","[0.5836208333333334, 0.26382083333333334, 0.15255833333333332]",IMG3233,1,8,1,14,1,8,1,8,3,4,Unknow
IMG3234_1,20.21932192,-65.71728035,"[[107.34296426  88.31065804  62.58118788]
 [128.4481207  120.41050258 104.82757732]
 [ 68.94685479  61.20780059  47.9462097 ]]","[0.2512875, 0.3601666666666667, 0.3885458333333333]",IMG3234,1,13,1,9,1,14,1,14,8,4,medicine_chest
IMG3234_2,20.21932192,-65.71728035,"[[164.26348791 170.72383523 167.40443281]
 [ 87.98588296  82.01419908  69.86894567]
 [129.5848901  133.53713942 133.7027732 ]]","[0.18685833333333332, 0.15284583333333332, 0.6602958333333333]",IMG3234,1,1,1,14,1,14,1,14,3,4,medicine_chest
IMG3234_3,20.21932192,-65.71728035,"[[ 74.96029428  70.99541787  57.25857096]
 [133.41721227 133.25296822 117.88328872]
 [118.49637952  94.38377121  55.57797496]]","[0.4567875, 0.24009166666666668, 0.30312083333333334]",IMG3234,1,8,1,13,1,14,1,14,3,4,medicine_chest
IMG3234_4,20.21932192,-65.71728035,"[[ 91.18594832  87.06289961  72.6813159 ]
 [163.21578404 159.89993122 142.90795507]
 [136.43742513 114.78273201  72.27498062]]","[0.6906, 0.23680833333333334, 0.07259166666666667]",IMG3234,1,1,1,14,1,14,1,14,5,4,medicine_chest
IMG3234_5,20.21932192,-65.71728035,"[[ 88.72079898  77.54842243  59.64394377]
 [135.41729269 142.65179986 147.1380822 ]
 [101.93447593 100.57105006  92.72989123]]","[0.20237083333333333, 0.52325, 0.2743791666666667]",IMG3234,1,1,1,14,1,14,1,14,5,4,medicine_chest
IMG3235_1,-26.18067808,8.98271965,"[[125.33393744 129.00637669 134.37861905]
 [ 77.02377446  74.40925785  67.00015968]
 [174.94266252 175.7919023  177.95220108]]","[0.234225, 0.37285, 0.392925]",IMG3235,0,3,0,8,0,3,0,3,2,7,patio
IMG3235_2,-26.18067808,8.98271965,"[[123.16852561 118.73932021 113.0584199 ]
 [178.06399908 179.40171538 180.89775033]
 [ 55.7437209   49.45381919  51.9532157 ]]","[0.47065416666666665, 0.4567541666666667, 0.07259166666666667]",IMG3235,0,10,0,16,0,3,0,3,0,7,patio
IMG3235_3,-26.18067808,8.98271965,"[[117.87198902 118.60621835 117.31281056]
 [ 54.69148424  56.47404378  31.2101275 ]
 [172.40332997 174.41439602 176.07089718]]","[0.7387791666666667, 0.08800416666666666, 0.17321666666666666]",IMG3235,0,9,0,5,0,3,0,3,0,7,patio
IMG3235_4,-26.18067808,8.98271965,"[[219.39651267 228.05327169 234.95643945]
 [ 78.11075859  73.92079742  55.15512833]
 [153.69068987 153.4727488  161.27800233]]","[0.4259791666666667, 0.1343, 0.43972083333333334]",IMG3235,0,3,0,8,0,3,0,3,2,7,patio
IMG3235_5,-26.18067808,8.98271965,"[[ 60.42440131  62.85541057  30.44463754]
 [129.31546088 132.05443736 138.49012263]
 [ 99.28643115  88.39493461  73.75108586]]","[0.42390833333333333, 0.35302083333333334, 0.22307083333333333]",IMG3235,0,3,0,8,0,3,0,3,2,7,patio
IMG3236_1,-44.88067808,43.18271965,"[[ 86.35514732  84.5608493   79.66305977]
 [129.76489031 130.8639525  132.81532315]
 [154.41041319 155.84152248 157.00035719]]","[0.3966125, 0.45055, 0.1528375]",IMG3236,0,5,0,3,1,18,1,18,7,5,Unknow
IMG3236_2,-44.88067808,43.18271965,"[[ 98.90574632  92.25075163  82.72973981]
 [132.53515478 134.28770365 136.24943247]
 [200.83158992 201.25529539 201.87015598]]","[0.5194416666666667, 0.3686291666666667, 0.11192916666666666]",IMG3236,0,5,0,3,1,18,1,18,7,5,Unknow
IMG3236_3,-44.88067808,43.18271965,"[[136.98908019 137.17975823 138.02640989]
 [196.79794903 197.29448418 199.34229351]
 [106.26231046  95.230588    84.73301101]]","[0.4776625, 0.14910833333333334, 0.37322916666666667]",IMG3236,0,7,0,3,1,18,1,18,7,5,Unknow
IMG3236_4,-44.88067808,43.18271965,"[[144.15988927 149.15814089 148.58499308]
 [205.59458254 209.11351392 212.20432505]
 [123.05937982 125.07638129 119.75330071]]","[0.3161, 0.5717625, 0.1121375]",IMG3236,0,5,0,3,1,18,1,18,7,5,Unknow
IMG3236_5,-44.88067808,43.18271965,"[[103.85791875 105.00763994  99.65547831]
 [208.83466686 210.29887418 214.18423848]
 [146.64472455 146.0455913  144.81508776]]","[0.7674125, 0.11769583333333333, 0.11489166666666667]",IMG3236,0,5,0,3,1,18,1,18,7,5,Unknow
IMG3237_1,-71.68067808,50.08271965,"[[229.07109238 236.79049912 246.65362303]
 [125.24106855 123.9437722  114.38445119]
 [ 57.08789063  52.72057575  45.46904721]]","[0.8257708333333333, 0.09809583333333333, 0.07613333333333333]",IMG3237,0,12,0,13,0,15,0,15,6,3,Unknow
IMG3237_2,-71.68067808,50.08271965,"[[101.03526535  95.69637444  73.50078817]
 [223.13935391 227.61285506 234.31473642]
 [145.71983891 145.38636585 143.54915376]]","[0.23740833333333333, 0.55675, 0.20584166666666667]",IMG3237,0,10,0,16,0,15,0,15,2,3,Unknow
IMG3237_3,-71.68067808,50.08271965,"[[142.03237725 137.85148208 136.93289054]
 [118.57283319 116.2383899  109.43531712]
 [ 89.45502321  89.15910484  82.47319786]]","[0.09521666666666667, 0.6093083333333333, 0.295475]",IMG3237,0,10,0,16,0,15,0,15,0,3,Unknow
IMG3237_4,-71.68067808,50.08271965,"[[112.808725   113.56155339 105.43832457]
 [ 65.25722107  65.81975379  61.78532003]
 [204.4228405  210.2026313  210.87943492]]","[0.68265, 0.2787541666666667, 0.038595833333333336]",IMG3237,0,10,0,3,0,15,0,15,7,3,Unknow
IMG3237_5,-71.68067808,50.08271965,"[[122.30093013 120.11207056 111.05565361]
 [ 50.8240407   46.35319059  41.75768497]
 [ 93.99294716  89.52954099  82.60874089]]","[0.9442416666666666, 0.036104166666666666, 0.019654166666666667]",IMG3237,1,12,1,13,0,15,0,15,6,3,Unknow
IMG3238_1,-0.380678081,-65.71728035,"[[125.69443197 109.78614466  80.78335007]
 [129.84286404 141.32424535 134.95740159]
 [ 87.78547834  74.6921611   51.88514801]]","[0.6319666666666667, 0.19518333333333332, 0.17285]",IMG3238,1,13,1,9,1,11,1,11,8,4,home_theater
IMG3238_2,-0.380678081,-65.71728035,"[[ 77.26580961  63.32434516  48.47352697]
 [113.38787422  97.73440018  73.41947151]
 [144.76597114 137.76399485 111.43602353]]","[0.18169166666666667, 0.6025166666666667, 0.21579166666666666]",IMG3238,1,13,1,9,1,11,1,11,8,4,home_theater
IMG3238_3,-0.380678081,-65.71728035,"[[153.58448131 149.34110944 122.80036869]
 [ 95.06828391  76.65556173  48.62008549]
 [125.02285059 107.67399823  75.04499446]]","[0.5307375, 0.12405833333333334, 0.34520416666666665]",IMG3238,1,13,1,9,1,11,1,11,8,4,home_theater
IMG3238_4,-0.380678081,-65.71728035,"[[ 99.25134533  81.5926548   52.58945056]
 [162.700501   108.57471499  35.92155309]
 [165.66067747 133.38903717  76.83694638]]","[0.6450083333333333, 0.16345416666666668, 0.1915375]",IMG3238,1,8,1,13,1,11,1,11,3,4,home_theater
IMG3238_5,-0.380678081,-65.71728035,"[[115.41001481 104.64568272  76.84094275]
 [170.21102045 159.3924262  113.63545572]
 [ 64.73239174  58.90795587  50.61672474]]","[0.6667916666666667, 0.13197916666666668, 0.20122916666666665]",IMG3238,1,18,1,18,1,11,1,11,5,4,home_theater
IMG3239_1,3.219321918,-54.41728035,"[[ 85.22090247  98.86860747  80.80461912]
 [143.74655832 147.38442191 149.91411677]
 [125.62866181 121.1432224  113.28527474]]","[0.6891625, 0.09616666666666666, 0.21467083333333334]",IMG3239,1,12,1,13,1,18,1,18,6,5,Unknow
IMG3239_2,3.219321918,-54.41728035,"[[149.88638498 150.84548701 154.72339483]
 [125.02809974 111.44000442  97.36043959]
 [212.45379196 215.17654372 217.28747065]]","[0.630125, 0.0301625, 0.3397125]",IMG3239,1,8,1,13,1,18,1,18,9,5,Unknow
IMG3239_3,3.219321918,-54.41728035,"[[144.01188537 145.15892674 145.39344139]
 [ 91.39070815  65.69598854  46.8474826 ]
 [127.66718774 121.3449707  112.1061167 ]]","[0.455825, 0.10199583333333333, 0.4421791666666667]",IMG3239,0,10,0,16,1,18,1,18,0,5,Unknow
IMG3239_4,3.219321918,-54.41728035,"[[183.73934648 191.0943233  198.05672264]
 [123.66559401 119.82538309 113.47009194]
 [146.67091366 147.62460557 147.73766685]]","[0.3501166666666667, 0.18757083333333333, 0.4623125]",IMG3239,0,5,0,3,1,18,1,18,7,5,Unknow
IMG3239_5,3.219321918,-54.41728035,"[[128.1561687  122.7471694  113.98389213]
 [195.1220454  198.80286298 204.91502078]
 [156.76000191 154.60949625 152.9950706 ]]","[0.5685416666666666, 0.26205833333333334, 0.1694]",IMG3239,0,5,0,3,1,18,1,18,7,5,Unknow
IMG3240_1,25.21932192,-40.91728035,"[[192.64164901 193.23922335 192.475853  ]
 [100.82181725  68.26685556  65.83117071]
 [143.19856094 139.65655048 136.75659433]]","[0.22866666666666666, 0.5129833333333333, 0.25835]",IMG3240,0,6,0,15,0,3,0,3,2,3,patio
IMG3240_2,25.21932192,-40.91728035,"[[134.1701384  134.4237823  131.08973905]
 [215.65919028 225.36137652 237.14874494]
 [ 80.7583007   75.34623138  49.58097963]]","[0.051445833333333336, 0.5883958333333333, 0.36015833333333336]",IMG3240,0,10,0,16,0,3,0,3,0,3,patio
IMG3240_3,25.21932192,-40.91728035,"[[116.0567641  110.60829659 101.44851617]
 [ 66.35768452  65.63957021  32.14246175]
 [161.57950764 160.85307675 161.39533682]]","[0.3707125, 0.42835, 0.2009375]",IMG3240,0,10,0,16,0,3,0,3,0,3,patio
IMG3240_4,25.21932192,-40.91728035,"[[ 72.42145941  68.64401768  71.8828738 ]
 [203.74925747 212.55140445 223.8956424 ]
 [142.9599616  141.90386735 141.21884257]]","[0.5556875, 0.2478875, 0.196425]",IMG3240,0,11,0,11,0,3,0,3,0,3,patio
IMG3240_5,25.21932192,-40.91728035,"[[ 96.59787215  75.7144803   63.49689751]
 [142.05635193 139.56773772 134.8844865 ]
 [199.96114735 204.00936109 206.26465776]]","[0.2012, 0.523025, 0.275775]",IMG3240,0,3,0,8,0,3,0,3,2,3,patio
IMG3241_1,-10.48067808,27.78271965,"[[138.44744818 141.07190485 141.69020373]
 [206.8992774  208.23174    209.72042609]
 [170.04727099 171.04264622 170.66365436]]","[0.31377916666666666, 0.5633291666666667, 0.12289166666666666]",IMG3241,0,7,0,3,1,8,1,8,7,5,refrigerator
IMG3241_2,-10.48067808,27.78271965,"[[132.5727096  132.44328021 129.60242935]
 [153.25014573 153.42293306 153.91562227]
 [114.63397417 112.01540574 108.6447024 ]]","[0.17155, 0.6342583333333334, 0.19419166666666668]",IMG3241,1,12,1,12,1,8,1,8,6,5,refrigerator
IMG3241_3,-10.48067808,27.78271965,"[[107.7028775   91.34192738  67.12771362]
 [149.90122023 149.20246473 144.96819427]
 [122.5248794  117.26048028 106.61170909]]","[0.24065833333333334, 0.47465833333333335, 0.28468333333333334]",IMG3241,1,7,1,3,1,8,1,8,7,5,refrigerator
IMG3241_4,-10.48067808,27.78271965,"[[123.14606166 119.10050189 107.27396292]
 [110.91295323 102.00467047  88.53471266]
 [134.74010954 131.83693867 120.3967914 ]]","[0.40665833333333334, 0.4086708333333333, 0.18467083333333334]",IMG3241,1,12,1,13,1,8,1,8,6,5,refrigerator
IMG3241_5,-10.48067808,27.78271965,"[[147.64240415 149.01308656 153.52546528]
 [173.59825448 174.30999016 177.14857049]
 [114.34135656 112.6449195  107.01309053]]","[0.07894583333333334, 0.36204583333333334, 0.5590083333333333]",IMG3241,1,8,1,13,1,8,1,8,3,5,refrigerator
IMG3242_1,39.81932192,4.18271965,"[[135.69224475 120.12510761  66.76809922]
 [181.00334367 157.15234969  97.56775488]
 [107.64946839  82.74103684  32.97510921]]","[0.8808791666666667, 0.0685375, 0.050583333333333334]",IMG3242,1,18,1,18,1,1,1,1,5,2,Unknow
IMG3242_2,39.81932192,4.18271965,"[[154.08446775 159.59137508 129.70545528]
 [121.21098193 100.15270168  55.88750798]
 [137.71776462 120.59596787  72.36442457]]","[0.5954083333333333, 0.2806125, 0.12397916666666667]",IMG3242,1,8,1,13,1,1,1,1,3,2,Unknow
IMG3242_3,39.81932192,4.18271965,"[[184.47793594 218.10676157 215.39857651]
 [132.73036143 117.38598054  69.11119078]
 [ 91.99662306  76.44533154  39.390473  ]]","[0.79065, 0.18594583333333334, 0.023404166666666667]",IMG3242,1,0,1,6,1,1,1,1,1,2,Unknow
IMG3242_4,39.81932192,4.18271965,"[[137.68334488 118.39007243  64.80156121]
 [158.30494695 153.59012993 116.93279294]
 [ 97.2998083   77.9890456   34.94711078]]","[0.7037125, 0.12139583333333333, 0.17489166666666667]",IMG3242,1,0,1,6,1,1,1,1,1,2,Unknow
IMG3242_5,39.81932192,4.18271965,"[[126.0222328  106.22277138  54.44716836]
 [136.13245941 119.64408607  64.85563547]
 [ 62.87045905  45.61666116  13.84816711]]","[0.6960833333333334, 0.2534666666666667, 0.05045]",IMG3242,1,0,1,6,1,1,1,1,6,2,Unknow
IMG3243_1,46.81932192,-53.01728035,"[[122.38209769 120.34853606 106.06700446]
 [ 77.57312979  63.82446753  46.08273004]
 [133.70761157 109.90785496  80.75256223]]","[0.701525, 0.219075, 0.0794]",IMG3243,1,1,1,14,1,11,1,11,8,2,Unknow
IMG3243_2,46.81932192,-53.01728035,"[[ 81.42334766  67.45539419  51.13726289]
 [131.34501482 129.50446463 116.32196054]
 [119.7337807  116.66105195 100.68601934]]","[0.4600958333333333, 0.4275625, 0.11234166666666667]",IMG3243,1,1,1,14,1,11,1,11,1,2,Unknow
IMG3243_3,46.81932192,-53.01728035,"[[129.58201993 125.3613904  109.14351789]
 [ 73.28081215  55.63491065  37.621235  ]
 [109.20745408  91.51052578  74.44638429]]","[0.7359166666666667, 0.16495416666666668, 0.09912916666666667]",IMG3243,1,18,1,18,1,11,1,11,5,2,Unknow
IMG3243_4,46.81932192,-53.01728035,"[[125.42841701 114.42071072  93.00112395]
 [ 79.15314005  58.72672552  40.64822432]
 [154.78506098 163.42307692 168.6232704 ]]","[0.7746375, 0.14213333333333333, 0.08322916666666667]",IMG3243,1,8,1,13,1,11,1,11,3,2,Unknow
IMG3243_5,46.81932192,-53.01728035,"[[123.77495834 109.75671779  86.75081443]
 [157.04262662 162.61162414 167.84967631]
 [ 93.36966378  79.5447997   56.4679189 ]]","[0.2122875, 0.6127166666666667, 0.17499583333333332]",IMG3243,1,13,1,9,1,11,1,11,8,2,Unknow
IMG3244_1,-58.38067808,39.08271965,"[[103.67639015  99.46314053  95.04345235]
 [136.29383886 136.4692137  135.76655133]
 [178.27128057 177.05821822 176.4801428 ]]","[0.4303708333333333, 0.3908375, 0.17879166666666665]",IMG3244,0,10,0,16,0,15,0,15,0,3,Unknow
IMG3244_2,-58.38067808,39.08271965,"[[105.61735308 106.68726377  94.55144609]
 [206.92164451 207.88412412 208.2299816 ]
 [140.31560968 145.04013737 143.73249567]]","[0.29680416666666665, 0.4627625, 0.24043333333333333]",IMG3244,0,5,0,3,0,15,0,15,7,3,Unknow
IMG3244_3,-58.38067808,39.08271965,"[[139.29700142 143.96093567 143.85888424]
 [113.3691371  113.46457584 110.42776234]
 [189.35259501 194.43434487 195.31374078]]","[0.0589, 0.392625, 0.548475]",IMG3244,0,7,0,3,0,15,0,15,7,3,Unknow
IMG3244_4,-58.38067808,39.08271965,"[[115.58899544  76.97090984  73.09697696]
 [117.38590208 112.04847407 109.33561731]
 [145.29968917 147.34819097 149.56316051]]","[0.5217, 0.3351208333333333, 0.14317916666666666]",IMG3244,1,12,1,16,0,15,0,15,9,3,Unknow
IMG3244_5,-58.38067808,39.08271965,"[[115.35755564 115.30427419 115.70662013]
 [176.48695595 178.5922133  183.5189812 ]
 [143.86541419 144.63967868 146.88053901]]","[0.36428333333333335, 0.44865, 0.18706666666666666]",IMG3244,0,7,0,3,0,15,0,15,7,3,Unknow
IMG3245_1,44.81932192,-23.11728035,"[[105.17905516  88.37969255  76.21661902]
 [130.04316076 124.23692401 115.15340599]
 [ 55.37369468  46.87804575  53.06405395]]","[0.6879, 0.17789166666666667, 0.13420833333333335]",IMG3245,1,13,1,9,1,14,1,14,9,4,home_theater
IMG3245_2,44.81932192,-23.11728035,"[[ 69.91589385  55.02468987  49.26078927]
 [113.36360001  99.5244718   82.92586997]
 [140.10651028 143.9238552  145.86794574]]","[0.333575, 0.1037375, 0.5626875]",IMG3245,1,13,1,9,1,14,1,14,8,4,home_theater
IMG3245_3,44.81932192,-23.11728035,"[[138.71198372 142.42938467 139.69190628]
 [120.36074186 105.76558124  86.48538472]
 [ 76.96720433  60.16031784  49.76052021]]","[0.27224583333333335, 0.5872833333333334, 0.14047083333333332]",IMG3245,1,13,1,9,1,14,1,14,8,4,home_theater
IMG3245_4,44.81932192,-23.11728035,"[[135.11868241 135.07875219 130.45823688]
 [112.97836164 105.43484807  91.43613386]
 [ 69.14379775  60.83595648  51.08144079]]","[0.6351125, 0.246125, 0.1187625]",IMG3245,1,13,1,14,1,14,1,14,8,4,home_theater
IMG3245_5,44.81932192,-23.11728035,"[[ 51.57733379  42.4570952   44.80339757]
 [132.52166115 131.8903673  124.83351511]
 [ 78.93490228  69.38942478  69.86440079]]","[0.6877041666666667, 0.0831125, 0.22918333333333332]",IMG3245,1,1,1,14,1,14,1,14,3,4,home_theater
IMG3246_1,-2.480678081,-71.91728035,"[[121.34686354 101.37294316  68.32880688]
 [145.07032869 137.98306012 112.91549949]
 [ 77.19873983  60.82705434  41.85836177]]","[0.6221291666666666, 0.250425, 0.12744583333333334]",IMG3246,1,13,1,9,1,2,1,2,9,4,Unknow
IMG3246_2,-2.480678081,-71.91728035,"[[ 93.00411062  76.70894422  40.83252061]
 [123.47160645 111.87924012  73.22808906]
 [190.60980561 175.71801077 108.52986182]]","[0.5170125, 0.4296041666666667, 0.05338333333333333]",IMG3246,1,1,1,14,1,2,1,2,5,4,Unknow
IMG3246_3,-2.480678081,-71.91728035,"[[137.23943167 133.82653366 104.11701997]
 [101.82723911  83.68985685  45.93885292]
 [128.00219887 107.90781669  68.81844117]]","[0.39300416666666665, 0.36952083333333335, 0.237475]",IMG3246,1,1,1,14,1,2,1,2,5,4,Unknow
IMG3246_4,-2.480678081,-71.91728035,"[[ 86.23097556  68.882695    41.42548399]
 [138.70168639 128.73811487  95.18974972]
 [121.22472473  99.27697539  57.65468945]]","[0.20227083333333334, 0.39109166666666667, 0.4066375]",IMG3246,1,1,1,14,1,2,1,2,3,4,Unknow
IMG3246_5,-2.480678081,-71.91728035,"[[ 87.49307289  71.93395448  48.77205043]
 [117.04131068 105.48210974  83.63932214]
 [155.01058738 159.00202823 133.12209963]]","[0.5032875, 0.10280416666666667, 0.39390833333333336]",IMG3246,1,13,1,1,1,2,1,2,9,4,Unknow
IMG3247_1,41.41932192,6.48271965,"[[108.30291064 106.66607195  98.81639631]
 [145.21022668 150.11683007 157.12193952]
 [ 74.84656597  52.65531783  50.55428433]]","[0.3212125, 0.5581958333333333, 0.12059166666666667]",IMG3247,1,1,1,4,1,14,1,14,5,4,Unknow
IMG3247_2,41.41932192,6.48271965,"[[124.67127032 127.63777802 126.96197517]
 [ 72.65395763  58.00065446  53.26823613]
 [181.59292035 177.95331096 173.5662191 ]]","[0.7222125, 0.05464583333333333, 0.22314166666666665]",IMG3247,1,19,1,14,1,14,1,14,5,4,Unknow
IMG3247_3,41.41932192,6.48271965,"[[141.48139496 147.83015815 150.99068614]
 [ 66.85084715  56.24579485  48.67961343]
 [109.8693253  100.57524058  84.35137152]]","[0.5514458333333333, 0.3127, 0.13585416666666666]",IMG3247,1,13,1,9,1,14,1,14,8,4,Unknow
IMG3247_4,41.41932192,6.48271965,"[[133.08680671 125.04424203 104.62566883]
 [ 63.82309787  52.33028992  45.31898126]
 [108.17092338  90.08178709  75.61247544]]","[0.6404041666666667, 0.22935833333333333, 0.1302375]",IMG3247,1,1,1,14,1,14,1,14,5,4,Unknow
IMG3247_5,41.41932192,6.48271965,"[[ 59.65325167  48.86679287  40.77269488]
 [142.4473767  122.26342046  87.86777622]
 [ 99.01867117  98.84126112  88.14059691]]","[0.6144083333333333, 0.18711666666666665, 0.198475]",IMG3247,1,1,1,14,1,14,1,14,5,4,Unknow
IMG3248_1,70.81932192,-28.41728035,"[[146.95698857 147.41139212 109.75902049]
 [124.52898591 103.41362952  60.56313771]
 [140.66920981 195.14986376 192.22977459]]","[0.46145416666666667, 0.4547125, 0.08383333333333333]",IMG3248,1,2,1,10,1,19,1,19,1,9,Unknow
IMG3248_2,70.81932192,-28.41728035,"[[ 95.97120102  70.52390316  38.21098731]
 [140.79697001 113.36521583  62.65230806]
 [154.9022969  140.99748748  97.09315918]]","[0.23385, 0.5565625, 0.2095875]",IMG3248,1,2,1,10,1,19,1,19,1,9,Unknow
IMG3248_3,70.81932192,-28.41728035,"[[141.29271841 137.87026573 101.82414676]
 [176.01365319 220.62264733 232.39177723]
 [110.63497747  97.14187721  62.39246057]]","[0.7391125, 0.20685833333333334, 0.05402916666666667]",IMG3248,1,0,1,6,1,19,1,19,1,9,Unknow
IMG3248_4,70.81932192,-28.41728035,"[[ 80.14861244  72.07136612  54.27170173]
 [129.46154583 119.30760147  79.70346751]
 [156.4769107  190.89106999 197.73467418]]","[0.2955375, 0.6526916666666667, 0.051770833333333335]",IMG3248,1,2,1,10,1,19,1,19,1,9,Unknow
IMG3248_5,70.81932192,-28.41728035,"[[137.14515446 118.52654428  71.77500109]
 [ 91.24388821  74.69112266  42.37203691]
 [154.30739514 154.14321192 113.37150478]]","[0.2720916666666667, 0.5712166666666667, 0.15669166666666667]",IMG3248,1,2,1,10,1,19,1,19,1,9,Unknow
IMG3249_1,36.51932192,-27.51728035,"[[ 58.9458762   66.50748636  66.90362531]
 [184.77318418 182.87581064 146.12062257]
 [ 87.20046681 104.94113318 106.7503601 ]]","[0.5780041666666667, 0.3963125, 0.025683333333333332]",IMG3249,1,12,1,1,1,2,1,2,6,9,Unknow
IMG3249_2,36.51932192,-27.51728035,"[[ 78.22765207 111.19484936 115.78415838]
 [ 45.10500534  55.96503613  55.98072045]
 [136.76652844 132.79514218  92.22209716]]","[0.4533, 0.4762875, 0.0704125]",IMG3249,1,12,1,4,1,2,1,2,6,9,Unknow
IMG3249_3,36.51932192,-27.51728035,"[[112.15392735  92.96094449  52.39548865]
 [171.56167845 152.75885057  99.40386011]
 [ 57.96701419  62.90642507  63.65029519]]","[0.6635958333333334, 0.18154166666666666, 0.1548625]",IMG3249,1,1,1,4,1,2,1,2,5,9,Unknow
